31.3043	0
31.3043	0
30.8696	0
31.7391	-1.991e-05
31.3043	1.991e-05
31.7391	0
31.7391	0
31.7391	0
32.1739	0
31.7391	1.991e-05
31.7391	-1.991e-05
31.7391	-1.991e-05
31.7391	-1.991e-05
31.7391	1.991e-05
31.7391	0
31.7391	1.991e-05
31.7391	0
31.7391	1.991e-05
32.1739	0
31.7391	1.991e-05
31.7391	0
32.6087	0
32.1739	0
32.1739	1.991e-05
32.1739	1.991e-05
32.6087	0
32.6087	0
32.1739	0
32.1739	1.991e-05
32.1739	0
32.1739	1.991e-05
32.1739	1.991e-05
32.1739	1.991e-05
32.1739	3.982e-05
32.1739	3.982e-05
32.6087	0
32.1739	1.991e-05
32.6087	-1.991e-05
32.6087	3.982e-05
32.1739	0
32.6087	0
33.0435	0
32.1739	0
32.1739	0
32.6087	0
32.6087	1.991e-05
32.1739	-1.991e-05
32.6087	0
32.6087	1.991e-05
32.1739	0
32.1739	3.982e-05
32.1739	0
32.1739	1.991e-05
32.6087	1.991e-05
32.6087	0
32.6087	0
32.1739	0
32.1739	1.991e-05
33.0435	3.982e-05
32.6087	1.991e-05
32.1739	0
32.6087	-1.991e-05
32.6087	-1.991e-05
32.1739	-1.991e-05
32.6087	0
32.6087	0
32.1739	0
32.6087	1.991e-05
32.6087	1.991e-05
32.6087	-1.991e-05
32.6087	0
33.0435	3.982e-05
32.6087	-1.991e-05
32.6087	-1.991e-05
32.1739	-1.991e-05
32.1739	0
32.6087	3.982e-05
32.6087	0
32.1739	1.991e-05
32.6087	0
32.6087	0
32.6087	0
32.6087	-3.982e-05
32.6087	0
32.6087	-1.991e-05
32.6087	0
33.0435	3.982e-05
32.6087	0
32.6087	0
33.0435	0
32.6087	-1.991e-05
32.1739	1.991e-05
32.6087	1.991e-05
32.6087	1.991e-05
32.6087	0
32.6087	0
32.1739	0
33.0435	1.991e-05
33.0435	0
32.6087	1.991e-05
32.1739	1.991e-05
32.1739	0
33.0435	1.991e-05
32.6087	0
32.6087	3.982e-05
32.6087	-3.982e-05
33.0435	0
32.6087	0
32.6087	-1.991e-05
32.6087	0
32.6087	0
32.1739	0
32.6087	5.973e-05
32.6087	3.982e-05
32.1739	0
32.6087	1.991e-05
32.1739	3.982e-05
32.6087	1.991e-05
32.6087	0
32.6087	0
32.6087	0
32.6087	0
32.6087	3.982e-05
32.6087	0
32.6087	-1.991e-05
32.6087	0
33.0435	0
32.6087	3.982e-05
32.6087	1.991e-05
32.1739	0
32.6087	0
32.1739	3.982e-05
32.6087	0
32.6087	1.991e-05
32.6087	-1.991e-05
32.6087	1.991e-05
32.1739	0
32.6087	-1.991e-05
32.6087	3.982e-05
32.6087	0
32.6087	1.991e-05
32.6087	1.991e-05
32.6087	3.982e-05
32.1739	1.991e-05
32.6087	3.982e-05
32.6087	3.982e-05
32.6087	5.973e-05
32.6087	1.991e-05
32.6087	0
32.6087	0
32.6087	1.991e-05
32.6087	1.991e-05
32.6087	3.982e-05
32.6087	3.982e-05
